text,movement,style,year,corpus,var
"  [Дмитрий Морозов, муж, 50]   Вы знаете / это вот как раз ээ… к нам привозят когда детей из Москвы и мы даже иногда устраиваем ммм… их в нашу школу / потому что там / ну / там аховая ситуация. Кода ребёнок совершенно там в тринадцать лет перестаёт учиться / начинает там пить / гулять и посылать родителей на три буквы / вот тода / собственно / обращаться-то уже некуда / ээ… и никакой психотерапевт в Москве никакими  разговорами не поможет / потому что уболтать ребёнка невозможно / он проверяет всё на собственной шкуре / то есть он бьётся о мир / вот. ",1,1,2009,1,из
"  [И2, жен]   А потом ведь закупаются материалы там из Москвы. ",1,1,2009,1,из
" [Владимир Мартышин, муж]   И едут / едут / едут / каждый год едут аа по три / четыре / пять семей переезжают сюда / причём география очень широкая: переезжают из Ростова-на-Дону / из Тольятти / из Санкт-Петербурга / из Москвы. ",1,1,2009,1,из
" [Владимир Мартышин, муж]   И едут / едут / едут / каждый год едут аа по три / четыре / пять семей переезжают сюда / причём география очень широкая: переезжают из Ростова-на-Дону / из Тольятти / из Санкт-Петербурга / из Москвы.   Конечно / в основном из Москвы.   Ну не может так Россия жить дальше. ",1,1,2009,1,из
" [Катя, жен]   Я говорю/ то есть из Москвы/ вот из Германии приезжали/ ну/ иногда и ярославские/ если Любовь Шишханова играет―органистка наша. ",1,1,2009,1,из
" [Алексей Фомичёв, муж]   И в возрасте шестидесьти лет принял решение уйти из Москвы. ",1,1,2009,1,из
"  [Р., муж]   А чё она так резко уехала из Москвы? ",1,1,2009,1,из
"  [Эмиль, муж]   Нет.   [Юлия, жен]   Алкоголик из Москвы?   [Артур, муж]   Алкоголики – это наш… ",0,1,2009,1,из
" [Слава, Ростислав Хаит, муж, 37, 1971]   Это тебя из Москвы беспокоят / с Как бы радио. ",1,1,2008,1,из
"  [Слава, Ростислав Хаит, муж, 37, 1971]   Это Слава / из Москвы / с Как бы радио. ",0,1,2008,1,из
" [Люда, Лидия Милюзина, жен, 22, 1986]   Я и перевелась сюда учиться.   А ты из Москвы?   [Сергей, Александр Ляпин, муж, 23, 1985]   Да. ",0,1,2008,1,из
"  [Таксист4, муж]   Откуда сам-то, братан?   [Сергей, Александр Ляпин, муж, 23, 1985]   Из Москвы.   [Таксист4, муж]   Куртка у тебя хорошая. ",0,1,2008,1,из
" [Вадим Тихомиров, муж]   Ну так вот / Станислав.   Это говорит Катя из Москвы.   [Станислав Садальский, муж, 57, 1951]   Да. ",0,1,2008,1,из
дали вот  всякие вещи такие вещи / пособие и прочее и сказали что лечению не подлежит и она возила ему лекарства из Москвы / подлечила в общем / он нормальный человек / но в Америке не лечат / ну вот в чем уж там дело было из-за чего они разошлись я так и не поняла / но кончилось тем что они разошлись и разъехались / ,1,1,2008,1,из
" [О.Б.Сиротинина, жен, 85]   Колмановский не знаю кем был / но он был сумасшедший / и кончилось тем что потом они разошлись / но жили вот в Москве / они переехали в Москву / и жили в соседних квартирах в одном и том же доме / и вот там я с ним познакомилась / и / я в это время тогда была влюблена в одного бакинца и мы вот там встретились в Москве и были вместе  в гостях у тети Оли / тетя Оля угощала нас чаем / стояла такая ваза с какими-то дешевыми конфетами / вдруг значит в комнату влетел этот … схватил эту вазочку конфетами и унес ничего не говоря / через две минуты он появился в этой же вазочке лежали другие конфеты / более дорогие более хорошие / ну вот такой экстравагантный был поступок / у них было два сына / один старший Изя который был  доцентом / инженером в ЦАГИ / авиационный институт / на какой-то кафедре математической / не знаю на какой / но он был хорошо знаком / вот муж Елены Генриховны / Фалькович / а его отец / Фалькович / у нас был на мехмате / профессор / а раньше он работал в ЦАГИ / почему он уехал из Москвы / я не знаю / думаю что это как-то было связано с какими-то гонениями вот / с каким-то может быть антисионизмом и  прочим я не знаю / я знаю что я тогда получила письмо от Изи с которым мы были очень мало знакомы с просьбой как-то приветить этого Фальковича и как-то помочь ему устроиться вот у нас в университете / но с Фальковичем я фактически знакома не была потому что его тут без меня приветили и все у него было нормально / а вот уже с его сыном я  знакома как с мужем Елены Генриховны / я думаю что он уже не жив потому что он намного старше меня / столько просто не живут / но когда ему было девяносто он еще был жив / он давно был конечно на пенсии / тоже он много раз / много разных жен имел и много разных детей от разных жен / вот у всех Бринов это было /кроме моего брата который всю  жизнь с одной женой / а все остальные без конца / и / младший сын / Саня / который тоже много раз женился [смех] и тоже имеет разных детей и я про них уже ничего не знаю он недавно умер / Саня / хотя был намного моложе Изи / Изя был еще жив / а Саня умер / он был борец и тоже был чемпионом Европы / а потом тренировал /борцов / так что вот еще такие  у меня [нрзб] / тетя Оля тоже умерла от рака / у нее был рак / и она умерла / а еще был младший брат папы Зяма который был тоже ветеринарным врачом у него была жена и дочь Неда но он был в 37 году арестован / но явно конечно по надуманной версии что он распространял сап. ",1,1,2008,1,из
"  [О.В.Мякшева, жен]   Я Фигуровского только знаю по тексту / но он провинциал / он не из Москвы конечно / ",0,1,2008,1,из
"  [О.Б.Сиротинина, жен, 85]   Настоящая / Настоящая да // Обход делали двора университетского / чтобы никого постороннего там не было //Однажды поймали так сказать постороннего // Оказался / что он студент мединститута Московского // И вот он 16 октября убежал из Москвы / на чем он доехал я конечно не знаю / но он попал в Саратов и знал о нем конечно весьма мало / и его первый вопрос был / сколько километров от Москвы // Мы сказали 800  // Ой так мало нет надо куда-то дальше пробираться // Вот такая была тогда вот паника // И мы его привели значит в нашу дежурку где преподаватель дежурил и мы / двое студенток / она сказала / поскольку он медик / ведите его в мединститут мы его повели в мединститут / но то ли там никто не дежурил / ну в общем достучаться мы не смогли / достучались мы только до морга //который был  во дворе у нас // ",1,1,2008,1,из
"  [О.Б.Сиротинина, жен, 85]   Да нет к сожалению он в 73-м году еще умер / давно уже… / но много лет мы сначала любили друг друга потом дружили просто уже семьями / но когда первый год мы только / познакомились нас познакомили / я была по курсовке в Кисловодске и со мной за столом сидели люди которые жили в одном и том же доме где он / вот он из Баку приехал они  из Москвы я из Саратова / они были тоже по курсовке он был просто такой дикий / отдыхающий / но они мне сказали а вот с нами в соседней комнате живет один лингвист из Баку вот хотите мы вас с ним познакомим / пожалуйста / нас познакомили а мы полюбили друг друга и вот ну мы ходили вместе гуляли уже даже целовались и когда он уезжал и я уезжала  мы естественно расставались он сказал ну я зи… в январе я к тебе приеду / а я ему задала для себя совершенно естественный вопрос / вернее не вопрос даже а предложение но ты напиши тогда в чем ты будешь одет а то как я тебя узнаю он был в шоке то есть как? ",0,1,2008,1,из
" [Анна Вихляева, жен]   Из Москвы продукты посылала им посылками / посылку крупы / посылку конфет / сахар или чего. ",1,1,2008,1,из
" [Анна Вихляева, жен]   Пришёл ответ из Москвы / «Разрешаем строить молитвенный дом». ",1,1,2008,1,из
" [Н.Д. Светозарова, жен]   Пять часов мы ехали из Москвы мы Петербург и все пять часов мы спорили по поводу нескольких терминов. ",1,1,2008,1,из
"  [С места, ?]   То есть / в основном из Москвы и Петербурга? ",0,1,2008,1,из
" [Марина Пахоменкова, жен]   И одна доктор из Москвы / она сказала / что вот эти фотографии очень хорошо бы повесить в детские учреждения / потому что вот эти фотографии / сделанные с любовью / и это передано в фотографиях. ",0,1,2008,1,из
" [Галя, жен, 21]   Вот мы / например / трое из Анапы и один представитель из Москвы / ну два и мы не можем сказать какие два слова. ",0,1,2008,1,из
"  [Антон, муж]   Я думаю/ мне надо съездить/ ну я думаю/ куда-нидь просто из Москвы. ",1,1,2008,1,из
" [Андрей Кабыш, муж, 90]   [Читает по журналу записей] Из Германии есть / из Москвы / из Ленинграда человек пятьдесят / вот сегодня из Кустаная три человека было. ",0,1,2008,1,из
" [Ираклий, Сергей Безруков, муж, 34, 1973]   Он прилетел полтора часа назад из Москвы. ",1,1,2007,1,из
"  [Костя Лукашин, Константин Хабенский, муж, 35, 1972]   Ну да / Лукашин.   [Надя Шевелева, Барбара Брыльска, жен, 66, 1941]   Из Москвы?   [Костя Лукашин, Константин Хабенский, муж, 35, 1972]   Ну да / из Москвы. ",0,1,2007,1,из
"  [Костя Лукашин, Константин Хабенский, муж, 35, 1972]   Ну да / Лукашин.   [Надя Шевелева, Барбара Брыльска, жен, 66, 1941]   Из Москвы?   [Костя Лукашин, Константин Хабенский, муж, 35, 1972]   Ну да / из Москвы. ",0,1,2007,1,из
"  [Надя Шевелева, Барбара Брыльска, жен, 66, 1941]   Из Москвы?   [Костя Лукашин, Константин Хабенский, муж, 35, 1972]   Ну да / из Москвы.   Вы… проходите / проходите! ",0,1,2007,1,из
"  [Надя Шевелева, Барбара Брыльска, жен, 66, 1941]   Из Москвы?   [Костя Лукашин, Константин Хабенский, муж, 35, 1972]   Ну да / из Москвы.   Вы… проходите / проходите! ",0,1,2007,1,из
" [Ираклий, Сергей Безруков, муж, 34, 1973]   Лукашин Константин.   Гастролёр из Москвы.   Вы уж / пожалуйста… разберитесь с ним как следует. ",0,1,2007,1,из
" [Николай Лосский, муж]   В Париже у меня телевидение так устроено / что я смотрю почти каждый день «Вести» из Москвы и / в общем / мне очень интересно смотреть и сравнивать / как там представляют то же самое / что по французскому / или английскому / или американскому телевидению / которое у меня тоже есть. ",0,1,2007,1,из
" [Алексей, муж, 78]   Я имею в виду начальство / директора магазинов и прочие там дали тягу из Москвы / прихватив с собой все ценное / бросив магазины. ",1,1,2007,1,из
" [Информант, муж]   Да мне сегодня просто / должен директор позвонить и сказать / какую премию назначит / чтоб я за ней приехал // [нрзб] / сегодня приезжает из Москвы // Я не знаю на чем он приезжает / на самолёте он прилетает / на машине / на паровозе / но вряд ли // Вдруг он блин приедет / на самолёте / и захочет ко мне заглянуть // А меня там нет / / А с другой стороны зарплату я уже получил /… без вас  проживу / ",1,1,2007,1,из
" [Сергей, муж]   Монахи все из Москвы приехали / паломники тоже в основном из Москвы / а щас нет / щас уже возвращается то / что было когда-то. ",1,1,2007,1,из
" [Сергей, муж]   Монахи все из Москвы приехали / паломники тоже в основном из Москвы / а щас нет / щас уже возвращается то / что было когда-то. ",0,1,2007,1,из
" [Ольга, жен, 38]   К ней же бывший муж из Москвы приезжал. ",1,1,2007,1,из
" [Консьержка, жен, 56]   В штемпелях евонная бумага / видать / из Москвы. ",0,1,2007,1,из
" [И1, жен]   То есть в данном случае/ я считаю/ идти вот от такого немножко шкурного интереса/ да/ если мы можем получить деньги с талассотерапии/ наверно/ лучше забронировать из Москвы. ",1,1,2007,1,из
" [И1, жен]   А мы его из Москвы раз забронировали/ ещё не дай бог уже оплатили/ а надо поменять на какой-то другой/ пятое/ десятое. ",1,1,2007,1,из
" [И1, жен]   Ну и что/ задержался самолёт из Москвы/ с такими билетами пришли на стойку/ стали разбираться/ что называется/ не удалось пересечь. ",1,1,2007,1,из
" [Ирина, жен]   Поэтому она из Москвы вылетает с утра / где-то в час дня она села там / в Европе / дальше за час они убрали самолет / помыли. ",1,1,2007,1,из
" [Ирина, жен]   А отсюда / соответственно / из Москвы / наоборот / позже. ",1,1,2007,1,из
" [Ирина, жен]   То есть очень часто бывает ситуация / что человек выбирает Аэрофлот / потому что иностранные авиакомпании из Москвы вылетают поздно и день теряется / а из своей страны вылетают рано и тот день тоже теряется. ",1,1,2007,1,из
" [Алина Снежина, жен]   К нам дозвонился Владимир из Москвы, здравствуйте! ",0,1,2006,1,из
" [Сергей Александрович Маныгин, муж]   Стоит спутниковая антенна/ сервер/ который круглосуточно принимает передачи из Москвы. ",1,1,2006,1,из
" [Читая, муж]   Итак / чемпионом России среди профессионалов в весовой категории до шестидесяти одного и двух десятых килограмм становится боксёр из Москвы Арман Саргсян / двадцатитрёхлетний / молодой/ и / судя по тому / что мы увидели / очень талантливый боксёр. ",0,1,2006,1,из
"  [Катыс Марина, жен]   Спасибо / Андрей / и я хочу сразу предоставить слово Елене из Москвы / пожалуйста. ",0,1,2006,1,из
" [Лукьяненко, муж]   Вот… но мне кажется / что очень часто наши авторы все-таки обманывают читателя в таких ситуациях.   [Слушатель2, жен]   Здравствуйте / меня зовут Жанна / из Москвы.   Добрый день / Сергей. ",0,1,2006,1,из
" [Вольпина, жен]   Она выбрала сына и уехала из Москвы / не сказав даже Есенину куда / попросив друзей не сообщать. ",1,1,2006,1,из
"  [Слушатель1, муж]   Здравствуйте / меня зовут Андрей.   Я звоню из Москвы.   [№ 1, муж]   Да. ",1,1,2006,1,из
" [Владимир Константинов, муж, 86, 1920]   И вот недавно сюда приезжали учёные из Москвы и подтвердили происхождение озера / это падение метеорита. ",0,1,2006,1,из
" [Анна, жен]   Может / мне вообще пора уже из Москвы. ",1,1,2006,1,из
" [№ 3, муж]   Я по долгу своей депутатской деятельности был на парламентской ассамблее в Вашингтоне / и с удивлением заметил / что билет из Москвы до Нью-Йорка и Вашингтона стоит дешевле / чем я раз в десять дней летаю к своим избирателям из Москвы до Иркутска. ",1,1,2006,1,из
" [№ 3, муж]   Я по долгу своей депутатской деятельности был на парламентской ассамблее в Вашингтоне / и с удивлением заметил / что билет из Москвы до Нью-Йорка и Вашингтона стоит дешевле / чем я раз в десять дней летаю к своим избирателям из Москвы до Иркутска. ",1,1,2006,1,из
" [Фандорин, Олег Меньшиков, муж, 45, 1960]   Это четыре.   Все выезды из Москвы перекрыты.   Это пять. ",1,1,2005,1,из
" [Пожарский, Никита Михалков, муж, 60, 1945]   В арестантских ротах вы искупите.   И из Москвы не отлучаться / свободны!   [Зейдлиц, Владимир Зайцев, муж, 47, 1958]   Слушаюсь. ",1,1,2005,1,из
" [Игла, Оксана Фандера, жен, 38, 1967]   Шпикам в голову не приходит / что вы не собираетесь бежать из Москвы. ",1,1,2005,1,из
"[В Самарка́нде]  [по телефону]  [Алишер, муж]   Алло.   [Антон, Константин Хабенский, муж, 33, 1972]   Алишер / это Городецкий / из Москвы.   [Алишер, муж]   А / Антон! ",0,1,2005,1,из
" [Яншина, жен]   А в сорок третьем неожиданно пришёл вызов из Москвы и / получив добро руководства местного отдела народного образования / Мария Васильевна в сорок четвёртом году уехала в Москву и / сдав экзамены / поступила в лучший педагогический институт страны. ",1,1,2005,1,из
" [А. Венедиктов ???]   Г-н Нормонев из Москвы пишет / ""У вас в эфире депутат Жириновский порадовал генетическими новостями. ",1,1,2005,1,из
" [А. Венедиктов ???]   Сергей Хрулев / госслужащий из Москвы спрашивает / ""Можно ли надеяться на поворот России в две тысячи восьмом году. в сторону демократии / или нами опять будут править ленинградцы с диктаторскими замашками?"" ",0,1,2005,1,из
" [А. Венедиктов ???]   Елена из Москвы… что же это я из Москвы все взял / нехорошо / но тем не менее / ""Собираетесь ли вы пригласить на"" Эхо ""Резника?"" ",0,1,2005,1,из
" [А. Венедиктов ???]   Елена из Москвы… что же это я из Москвы все взял / нехорошо / но тем не менее / ""Собираетесь ли вы пригласить на"" Эхо ""Резника?"" ",1,1,2005,1,из
" [А.Венедиктов ???]   Дмитрий / аспирант из Москвы ""Не собираетесь ли вы организовать запись"" подкастов ""? ",0,1,2005,1,из
"  [Болтянская, жен]   Вопрос от Виктора Савельева из Москвы / почему наше государство не желает быть равноправным конкурентом частному бизнесу / у нас что / нет талантливых и желающих работать на свою страну и свой народ людей? ",0,1,2005,1,из
"[Переговоры с представителями торговой фирмы]   [М, ?]   У вас холодно // Мы приехали из Москвы // наша фирма занимается детской одеждой / мы прислали наши предложения / у нас от 6 до 10 лет / больше 1000 наименований одежды // ",1,1,2005,1,из
"  [№ 4, жен, 49]   Нет / ну конечно / пока светло / я буду на ней ездить / а потом там в девять ноль семь идет.   Которая без десяти / наверное / из Москвы.   [№ 2, жен, 37]   Без пятнадцати. ",1,1,2005,1,из
" [Информантка, жен, 65]   Хотелось бы / конечно / знать / очень интересно / я из Москвы вот выписала Моисея / да Исход / но все не то… ",1,1,2005,1,из
" [Информантка, жен, 65]   И вот их / это самое / когда… боярыню-то повезли тоже в этот… ну / в общем / этот Михаил / князь-то их / выдворил из Москвы / и когда она еще поехала на санях / а он в окно смотрел / она все рано крест такой сделала / и что-то / не помню что / кричала-то. ",1,1,2005,1,из
"  [Г., жен, 50]   Москве да?   [Б., жен, 29]   Из Москвы нм материалы присылают.   Мы же туда отправляем все их матрицы/ их ответы. ",1,1,2002,1,из
